Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Event_id,Species,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2017,Jul-Dec 2017,Africa,Nigeria,"Ogun","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Ogun","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Domestic,-,"Birds",-,-,100000,Animal,150,9450,0,150,-
2017,Jul-Dec 2017,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,35,-,-,-,-,-,-,-
2017,Jul-Dec 2017,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,519,Animal,35,21,0,14,0
2017,Jul-Dec 2017,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,-,Animal,-,-,-,-,-
2018,Jan-Jun 2018,Africa,Nigeria,"Adamawa","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2018,Jan-Jun 2018,Africa,Nigeria,"Adamawa","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,1,0,0,1,0
2018,Jan-Jun 2018,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2018,Jan-Jun 2018,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,2,0,0,2,0
2018,Jan-Jun 2018,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2018,Jan-Jun 2018,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,3,1,0,2,0
2018,Jan-Jun 2018,Africa,Nigeria,"Kwara","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2018,Jan-Jun 2018,Africa,Nigeria,"Kwara","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,2,Animal,1,0,0,1,0
2018,Jan-Jun 2018,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2018,Jan-Jun 2018,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,332,Animal,56,0,0,0,-
2018,Jan-Jun 2018,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2018,Jan-Jun 2018,Africa,Nigeria,"Nasarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Domestic,-,"Birds",-,-,1150,Animal,1105,45,0,1105,-
2018,Jan-Jun 2018,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,25,-,-,-,-,-,-,-
2018,Jan-Jun 2018,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,77,Animal,25,0,0,25,0
2018,Jan-Jun 2018,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Cats",-,-,1,Animal,1,0,0,1,0
2018,Jul-Dec 2018,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,3,0,0,3,0
2018,Jul-Dec 2018,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,1,0,0,1,0
2018,Jul-Dec 2018,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,2,0,0,2,0
2018,Jul-Dec 2018,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,1,0,0,1,0
2018,Jul-Dec 2018,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,6,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,6,0,0,6,0
2018,Jul-Dec 2018,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,4,1,0,3,0
2018,Jul-Dec 2018,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,8,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,500,Animal,9,2,0,7,80
2018,Jul-Dec 2018,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,6,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,45,Animal,3,0,0,0,0
2018,Jul-Dec 2018,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,34,-,-,-,-,-,-,-
2018,Jul-Dec 2018,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,40,6,5,29,0
2019,Jan-Jun 2019,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,2,0,0,2,0
2019,Jan-Jun 2019,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,50,Animal,7,4,0,3,2
2019,Jan-Jun 2019,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N8",Domestic,-,"Birds",-,-,1500,Animal,290,1250,0,250,-
2019,Jan-Jun 2019,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,2,Animal,2,0,0,2,205
2019,Jan-Jun 2019,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,1,0,0,1,0
2019,Jan-Jun 2019,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,133,Animal,8,0,0,2,-
2019,Jan-Jun 2019,Africa,Nigeria,"Ondo","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Ondo","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,900,Animal,3,0,0,0,-
2019,Jan-Jun 2019,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,31,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,16,Animal,34,0,0,34,0
2019,Jan-Jun 2019,Africa,Nigeria,"Zamfara","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jan-Jun 2019,Africa,Nigeria,"Zamfara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,16,Animal,9,0,0,1,0
2019,Jul-Dec 2019,Africa,Nigeria,"Anambra","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Anambra","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Dogs",-,-,22,Animal,3,0,0,0,-
2019,Jul-Dec 2019,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,4,Animal,4,0,0,4,0
2019,Jul-Dec 2019,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,2,Animal,2,1,0,1,0
2019,Jul-Dec 2019,Africa,Nigeria,"Edo","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Edo","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,3,Animal,3,0,0,1,0
2019,Jul-Dec 2019,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,10,Animal,1,0,0,1,0
2019,Jul-Dec 2019,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,7,Animal,7,1,1,5,0
2019,Jul-Dec 2019,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,2,Animal,2,2,0,0,0
2019,Jul-Dec 2019,Africa,Nigeria,"Katsina","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Katsina","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,0
2019,Jul-Dec 2019,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,250,Animal,1,0,0,1,1
2019,Jul-Dec 2019,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","",Domestic,-,"Cats",-,-,70,Animal,1,0,0,1,0
2019,Jul-Dec 2019,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","",Wild,-,"Crab-eating macaque",-,-,1,Animal,1,1,0,0,-
2019,Jul-Dec 2019,Africa,Nigeria,"Kwara","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Kwara","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,1,1,0,0,0
2019,Jul-Dec 2019,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,7,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,177,Animal,19,0,0,0,0
2019,Jul-Dec 2019,Africa,Nigeria,"Ondo","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Ondo","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,1350,Animal,2,0,0,0,-
2019,Jul-Dec 2019,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,2,Animal,2,0,0,2,0
2019,Jul-Dec 2019,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,14,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,14,Animal,14,0,2,12,0
2019,Jul-Dec 2019,Africa,Nigeria,"Sokoto","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N6",Domestic,-,"Birds",-,-,-,Animal,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Yobe","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2019,Jul-Dec 2019,Africa,Nigeria,"Yobe","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,2,0,0,2,0
2020,Jan-Jun 2020,Africa,Nigeria,"Anambra","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Anambra","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,30,Animal,2,0,0,0,0
2020,Jan-Jun 2020,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,4,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,122,Animal,4,2,0,2,0
2020,Jan-Jun 2020,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,3,Animal,2,0,0,1,0
2020,Jan-Jun 2020,Africa,Nigeria,"Ebonyi","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Ebonyi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,47,Animal,1,0,0,1,0
2020,Jan-Jun 2020,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,40,Animal,1,0,0,1,0
2020,Jan-Jun 2020,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,3,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,93,Animal,3,2,0,1,0
2020,Jan-Jun 2020,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,5,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,213,Animal,5,1,0,4,0
2020,Jan-Jun 2020,Africa,Nigeria,"Katsina","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,3,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Katsina","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,93,Animal,3,2,0,1,0
2020,Jan-Jun 2020,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,3,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","RABV",Domestic,-,"Cattle",-,-,300,Animal,2,0,0,2,0
2020,Jan-Jun 2020,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,20,Animal,1,0,0,1,0
2020,Jan-Jun 2020,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,30,Animal,12,0,0,0,0
2020,Jan-Jun 2020,Africa,Nigeria,"Ogun","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Ogun","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,21,Animal,1,0,0,1,0
2020,Jan-Jun 2020,Africa,Nigeria,"Ondo","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Ondo","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,1100,Animal,2,0,0,0,0
2020,Jan-Jun 2020,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Domestic,-,"",-,24,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,762,Animal,23,7,0,15,0
2020,Jan-Jun 2020,Africa,Nigeria,"Zamfara","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2020,Jan-Jun 2020,Africa,Nigeria,"Zamfara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,30,Animal,7,0,0,0,0
2020,Jul-Dec 2020,Africa,Nigeria,"Akwa Ibom","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,6,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Akwa Ibom","Rabies virus (Inf. with)","RABV",Domestic,-,"Swine",-,-,35,Animal,3,2,0,1,0
2020,Jul-Dec 2020,Africa,Nigeria,"Akwa Ibom","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,24,Animal,3,0,0,3,0
2020,Jul-Dec 2020,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,7,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,125,Animal,7,0,0,5,0
2020,Jul-Dec 2020,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"Cats",-,-,4,Animal,1,0,0,0,0
2020,Jul-Dec 2020,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,13,Animal,1,1,0,0,0
2020,Jul-Dec 2020,Africa,Nigeria,"Borno","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Borno","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,5,Animal,1,0,0,1,0
2020,Jul-Dec 2020,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,30,Animal,2,1,0,1,0
2020,Jul-Dec 2020,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Domestic,-,"Cats",-,-,3,Animal,1,1,0,0,0
2020,Jul-Dec 2020,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,6,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,389,Animal,10,3,0,6,0
2020,Jul-Dec 2020,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,63,Animal,-,2,0,61,-
2020,Jul-Dec 2020,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,105,Animal,3,1,0,2,0
2020,Jul-Dec 2020,Africa,Nigeria,"Katsina","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Katsina","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,24,Animal,1,1,0,0,0
2020,Jul-Dec 2020,Africa,Nigeria,"Kwara","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Kwara","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,15,Animal,1,0,0,1,0
2020,Jul-Dec 2020,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,7,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,197,Animal,64,0,0,0,0
2020,Jul-Dec 2020,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Sheep",-,-,9,Animal,2,0,0,0,0
2020,Jul-Dec 2020,Africa,Nigeria,"Oyo","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Oyo","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,180,Animal,5,1,0,4,0
2020,Jul-Dec 2020,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,27,-,-,-,-,-,-,-
2020,Jul-Dec 2020,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,1195,Animal,28,9,0,20,0
2020,Jul-Dec 2020,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Domestic,-,"Rabbits",-,-,20,Animal,1,0,0,1,0
2021,Jan-Jun 2021,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,8,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,46896,Animal,44850,43872,0,3024,0
2021,Jan-Jun 2021,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,41,Animal,3,1,0,2,0
2021,Jan-Jun 2021,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"Sheep",-,-,5,Animal,1,1,0,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,2200,Animal,2200,0,0,850,0
2021,Jan-Jun 2021,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Bayelsa","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,5,Animal,3,0,0,3,0
2021,Jan-Jun 2021,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,24,Animal,2,2,0,0,0
2021,Jan-Jun 2021,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,82020,Animal,82020,0,0,34070,0
2021,Jan-Jun 2021,Africa,Nigeria,"Delta","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Delta","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,16,Animal,1,1,0,0,0
2021,Jan-Jun 2021,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,2800,Animal,2800,1500,0,1300,0
2021,Jan-Jun 2021,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,2,Animal,1,1,0,1,1
2021,Jan-Jun 2021,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,2780,Animal,2780,596,0,2184,0
